,petid,magnitude,score
3253,4128e8e80,0.0,0
3254,9edb2d79a,3.6,0
3255,4cef5b961,1.8,0.9
3256,e7c1eb9ec,2.1,0.3
3257,4e290a43a,8.5,0.1
3258,5dbd7f61b,1.2,0.3
3259,03188ecad,1.2,0.6
3260,85332d295,0.4,0.4
3261,331c39c92,3.0,0.5
3262,5a60fde1f,0.7,0.7
3263,dc549e010,1.6,0.2
3264,4d73d97fd,2.8,0.5
3265,9acd96273,1.4,0
3266,1d2a7f0dd,1.1,0.3
3267,93b91a46a,0.7,0.7
3268,884c82597,1.5,0.1
3269,880a0ac07,0.0,0
3270,bf9fe33d0,4.0,0.3
3271,d7dd2c184,0.2,-0.2
3272,22a0baf52,0.8,0.8
3273,db0213107,1.7,0.3
3274,15e5b6d26,1.0,0
3275,76288167b,3.2,0.3
3276,eab8c8c03,0.3,-0.1
3277,f52510492,2.4,0.4
3278,240ddd506,0.3,0.3
3279,5a2c8a05f,0.9,0.9
3280,c3c27d97c,1.3,0.3
3281,a9a2b71d8,3.4,0.2
3282,ae4ebeb3e,1.0,0.3
3283,20854e428,3.3,0.2
3284,056768390,1.7,0.5
3285,269192694,9.6,0.3
3286,230009c15,3.9,0.7
3287,c02be41e6,3.4,0.1
3288,7193a5332,3.6,0.6
3289,bbe6ff890,4.0,0.3
3290,086857d70,1.8,0.4
3291,1d1451061,1.2,0.3
3292,00be0a63e,0.9,0.2
3293,9a875f3f6,0.5,0.1
3294,f47fc05a6,0.8,0.4
3295,a9e96f77b,0.8,0.1
3296,1f7863209,2.1,0.2
3297,a19305a1a,6.4,0.8
3298,b67778d17,1.3,0.3
3299,081f88f27,1.7,0
3300,7cbad35f9,1.5,-0.3
3301,000a290e4,0.6,0.3
3302,fa1badbb7,3.7,0.6
3303,b6004bb5d,0.9,0.9
3304,b567ca662,0.9,0.9
3305,105456da4,1.7,0.2
3306,0fb490c9b,3.6,0
3307,dbf579546,2.0,0.3
3308,bce639e60,0.8,0.8
3309,ec2b6c036,1.9,0.1
3310,af4941f15,1.7,0.8
3311,e56dc823a,2.8,0.2
3312,1df948d0e,0.8,0.2
3313,d31b3f33b,4.2,0
3314,0822db812,2.1,0.4
3315,fc32d375d,1.6,-0.3
3316,692bde33a,2.1,0.3
3317,71ec53012,0.4,0
3318,ee640a6ba,0.9,0.9
3319,3d9a62b53,4.3,0.7
3320,ab1ed5c13,3.4,0.4
3321,2db00a064,0.7,0.7
3322,a804fded8,0.9,0.9
3323,970910885,2.7,0.3
3324,5bc5e3faa,1.9,0.3
3325,b48b65ef2,0.6,0.2
3326,9cc8bae3b,2.1,0.5
3327,e5155cda1,0.5,0
3328,ed9936705,0.1,-0.1
3329,8a1b27ab1,0.9,0.9
3330,f95eb4d75,5.7,0.6
3331,547c7bf41,0.1,0
3332,8f6a4a76a,1.0,0.5
3333,fa1608a29,2.3,0.3
3334,f98d0ea9b,1.3,0.3
3335,d3077e6b1,3.5,0.2
3336,43b277272,10.3,0.3
3337,9c26f0fed,3.6,0.3
3338,11c88e3be,0.2,0.1
3339,7cbe52a0f,4.3,0
3340,e67b88329,3.2,0.6
3341,5a1010bca,2.2,0.5
3342,6c9aeeb27,0.9,0.2
3343,02f31f1ba,2.5,0.3
3344,bd9e87899,0.0,0
3345,2bf2c6260,0.7,0.1
3346,deb0ad8cd,13.2,0.2
3347,f2aa25dbc,1.1,0.3
3348,8bb1c8a6f,5.0,0.1
3349,495528ba4,4.6,0.4
3350,355e8bc38,0.0,0
3351,e42a8863f,1.3,0.2
3352,7a1f83080,4.5,0.5
3353,231ad764f,1.9,0.6
3354,f1e99433d,1.9,0
3355,ba2904fd9,5.2,0
3356,99defcb66,3.7,0.4
3357,b68679817,6.7,0.3
3358,7cd7dc461,0.9,0.9
3359,c5baf5497,1.8,0.1
3360,c5422c04b,1.7,0.4
3361,f252006a7,1.4,0.7
3362,e418eb448,8.7,0.2
3363,5dddf96e8,1.7,0
3364,1c07c6ee5,0.2,0
3365,8c7064ed1,0.5,0.1
3366,4b148edd2,2.2,0.2
3367,b56b73e4c,1.4,0.2
3368,146d950bc,0.9,0.4
3369,8ca49ce85,0.6,0.3
3370,86379f12f,5.0,0.2
3371,04e966b1c,2.2,0.3
3372,30254b35d,1.2,0.3
3373,393e0c8a5,1.6,0.5
3374,27a776558,2.0,0.3
3375,358270782,2.3,0.7
3376,becd6c70d,3.0,0.3
3377,c8c7ef646,2.3,0.3
3378,741524a39,3.7,0.5
3379,94e9e97c4,0.7,0.2
3380,7b79e52f0,1.3,0.4
3381,8f1bdc253,11.5,0.1
3382,61ac348d1,0.9,0.9
3383,161de24f6,2.9,0
3384,c680a5bbb,0.5,0.2
3385,b5b6b9398,1.9,0.9
3386,e4d7e410b,1.9,0.4
3387,6381b1706,1.3,0
3388,efc55563a,2.1,0.2
3389,b810732ac,1.5,0.7
3390,1b8ef81e3,0.0,0
3391,c85f29411,1.0,-0.2
3392,27eedd440,0.0,0
3393,005afe792,2.6,0
3394,f4e2b49f5,1.1,0.3
3395,176516c7a,0.8,0.1
3396,c5756030f,0.3,-0.3
3397,05d8b5a9d,0.6,0.6
3398,a362ad62e,8.1,0.1
3399,a02551367,7.5,0.1
3400,11fa9d216,1.4,0.4
3401,8939a1ac8,3.2,0.6
3402,5264f98c4,1.5,0.2
3403,c8a6c0351,5.2,0.1
3404,ec4351554,1.8,0.9
3405,5a289a426,1.5,0.7
3406,f35683806,3.4,0.5
3407,3df923a0e,2.4,0.3
3408,0c5d5968b,14.7,0.1
3409,1eb041ff3,2.3,0.3
3410,7c9e666a7,3.6,0.2
3411,bdb6ebb91,11.4,0.1
3412,0b4bb9906,1.0,0.3
3413,cd4624a1a,1.2,0.6
3414,6c61c33ee,1.4,0
3415,6408ec0f7,1.8,0.3
3416,ef487165c,1.3,0.2
3417,ce0412bad,0.8,0.8
3418,b26aecb5a,2.0,0
3419,ac71e856b,1.6,0.5
3420,0a8ee7520,1.4,0.1
3421,18b2da498,3.0,0.4
3422,b2b06e1fc,1.3,0.3
3423,2e3c988cd,0.0,0
3424,abf0f2579,1.3,0.3
3425,b12b6dc93,1.4,0.2
3426,e9ec4d543,5.1,0.3
3427,a96f0d5bc,4.9,0.5
3428,c053ae854,2.9,0.4
3429,b5295b0e2,0.8,0.2
3430,a7b53e5ca,1.8,0.9
3431,279a5187c,0.9,0.9
3432,b7e7c5c9b,0.7,0.7
3433,95e61ce61,2.3,0.3
3434,65f56897d,0.8,0.2
3435,32bc0b4fa,1.8,0.6
3436,3e2c46391,3.8,0.5
3437,122b47acc,4.7,0.5
3438,f4f349714,2.6,0
3439,eb6c84ec0,3.5,0
3440,d87ff9c80,1.3,0.1
3441,3e5627478,0.1,0.1
3442,77b247a02,0.8,0.4
3443,df3756483,1.6,0.2
3444,e2205b952,2.2,0.3
3445,89c7be602,0.5,0.5
3446,54b0c0564,0.1,-0.1
3447,fa39dd076,3.7,0.4
3448,e7dca0b2b,1.3,0.1
3449,c12ae3214,2.6,0
3450,2023404f9,2.0,0.4
3451,99a705efe,1.4,0.4
3452,303696f08,1.3,0.3
3453,5ebe00ac2,0.0,0
3454,39fcd2ca4,2.7,0.5
3455,672ddf4a9,3.3,0.6
3456,be9474b85,1.3,0.6
3457,b49d7a9db,1.0,0.4
3458,6f28d2ab3,3.2,0.5
3459,dbf8ba091,2.8,0.2
3460,dae92dd61,2.4,0.6
3461,3cdaf32d2,2.3,0.4
3462,d87bad8d9,4.6,0.1
3463,1c138e187,3.5,0.4
3464,412b8d565,1.6,0.2
3465,c8c3eb092,0.9,0
3466,e8ee34b59,0.9,0.2
3467,57a93e9a6,9.7,0.4
3468,bd881326e,2.7,0.3
3469,791254d12,1.0,0.5
3470,1a2c23d4c,4.1,0.4
3471,2de32b48a,0.6,0.1
3472,25c7b5c5f,3.8,0.1
3473,05974bc36,0.9,0.9
3474,4e3586785,2.1,0.4
3475,f037aaccb,2.2,0.2
3476,dc76a1735,0.9,0.9
3477,472abccfb,2.7,0.3
3478,73a3a3b24,4.1,0.4
3479,7f78e79c0,2.7,0.2
3480,73a17e201,1.5,0.1
3481,5bd0c6dc7,1.4,0.1
3482,31dbaafaa,2.4,0.3
3483,82ee2f3e9,3.0,0.1
3484,a12bb119e,0.3,0
3485,9fb89d88f,0.7,0.1
3486,e436c1fad,2.5,0
3487,ab3759aae,2.0,0.5
3488,fffd78a11,1.6,0.8
3489,b9e604ca1,1.4,0.4
3490,7a54b760e,4.7,-0.2
3491,ff47b9a27,0.1,0.1
3492,9120f2894,0.3,0.3
3493,bed78eb25,1.4,0.4
3494,7811bdd84,0.3,0.3
3495,72389d266,2.6,0.6
3496,9dd1cdd52,0.9,0.9
3497,69c9ba4b3,0.2,-0.2
3498,e432ee48e,4.9,0.3
3499,769579681,2.7,0
3500,6295b5bc0,0.6,0.3
3501,409ad5a23,1.7,0.8
3502,283424d80,1.4,0.2
3503,8b6867433,2.3,0
3504,bcda9d091,0.7,-0.1
3505,c026becc2,6.6,0.3
3506,9a96189d5,0.1,0.1
3507,f4948a23d,1.6,0.5
3508,220e9aa26,2.3,0.1
3509,63337324b,0.4,0.4
3510,0b57ed86a,5.2,0.3
3511,0ac279a25,3.7,0.3
3512,f557e9262,2.0,0.1
3513,7e9308e0e,4.1,0.3
3514,733ccdc63,3.4,0.4
3515,e2ce25661,0.6,0.3
3516,6b53bf64d,4.5,0.6
3517,3d939327d,3.0,0.6
3518,dde8ffd00,0.3,0.3
3519,0985e2dad,0.1,0.1
3520,97e08141e,0.1,0
3521,1b4224c51,4.2,0.3
3522,b943a95a3,2.9,0.9
3523,6521d5af1,1.0,0.5
3524,b1c7e0838,1.3,0.6
3525,260f532b1,0.9,0.1
3526,e29ff1448,1.7,0.2
3527,ee8ddae7b,1.2,-0.1
3528,e778cd78b,3.1,0.6
3529,4a6cad15c,1.0,0.4
3530,03f8a64fe,2.8,0.7
3531,2ef182fc5,3.2,0.6
3532,6eab205e6,3.2,0.8
3533,239326fd2,1.2,0.3
3534,7c1a39de5,1.4,0.7
3535,bd74f5ce8,1.4,0.7
3536,ef1d7c2a1,0.2,0.2
3537,943bcd4db,2.7,0.1
3538,f6510f0c2,0.1,0
3539,14fb52f07,0.9,0.1
3540,c7402d13c,0.3,0.3
3541,05febeea3,1.4,0.1
3542,f69176873,0.7,0.3
3543,4693e646e,3.8,0.6
3544,0bc671d5e,1.4,0.4
3545,01a7b719c,1.1,0.1
3546,5550a68dc,1.8,0.6
3547,268cdb435,1.2,0.1
3548,b3f1c8d27,0.4,0
3549,a839e26eb,0.9,0.4
3550,2bb2a981b,0.5,0.5
3551,79ec57bd7,0.9,0.9
3552,0af365e26,1.3,0.4
3553,ddd632a5f,3.2,0.2
3554,f1da458ce,3.3,0.1
3555,c0604b559,2.7,0.6
3556,02612ab95,5.0,0.6
3557,b98512188,4.4,0.6
3558,8f7265ddf,8.5,0.2
3559,88876f4d5,1.0,0
3560,35bb8ee8f,0.0,0
3561,3c6f9a4e7,2.0,0.1
3562,2c8e65887,1.9,0.2
3563,235572f38,0.5,0.2
3564,9daaa4e8f,0.7,0.7
3565,c712cfd20,2.6,0.5
3566,3c1370c6a,2.2,0.5
3567,488a81168,0.3,0.1
3568,f12fc9ea7,5.1,0.5
3569,cbef1e6db,1.4,0.7
3570,f594a2e18,5.6,0.4
3571,29a9fdad5,1.4,0.3
3572,e50570999,0.2,0
3573,0fa63169f,1.4,0.7
3574,465e2ee50,1.9,0.4
3575,c29059110,11.1,0.3
3576,eeb60466e,3.3,-0.1
3577,a0fd5da22,0.0,0
3578,4a7fe0b83,1.3,0.2
3579,356a9cf88,1.5,0.1
3580,8b8489a24,0.2,0.2
3581,8af959627,1.9,0
3582,5ead05034,0.3,0.3
3583,29c50ee9a,0.6,-0.2
3584,c7315e345,0.5,0.2
3585,a85457e16,4.4,0.1
3586,52f3d0bf9,2.2,0.2
3587,cd8af1bda,2.3,0.4
3588,1dd6be0bc,3.7,0.1
3589,03a92a94f,1.0,0.3
3590,230d5d85c,2.7,0.4
3591,7dfa4e393,1.7,0.4
3592,e6821c448,0.9,0.9
3593,09dd22091,1.3,0.1
3594,d0e5d766c,0.4,0.2
3595,e4253889f,3.3,0.3
3596,58a414b45,0.7,0.7
3597,2e9ee4be9,1.0,0.5
3598,b414c5dd9,0.0,0
3599,eb6bb82fd,1.7,0.2
3600,6e4724604,3.7,0.1
3601,b5fcc079e,4.3,0.1
3602,a8ce7d647,0.3,0.3
3603,d17343468,4.0,0
3604,459729cda,2.7,0.1
3605,f9b28d664,1.8,0.9
3606,bd8ce1096,0.2,0.2
3607,b00ce0fd0,2.0,0.2
3608,944862101,1.7,0.4
3609,2cdb96709,3.6,0.2
3610,230232e58,2.2,0
3611,6cdfd6a41,1.8,0.9
3612,12c071b30,2.8,0.9
3613,5ed271e0d,1.7,0.5
3614,a75703051,0.5,0.2
3615,212157776,1.3,0.2
3616,5f19552c0,0.9,0.9
3617,cb867cac6,6.7,0
3618,740d87a41,2.3,0
3619,1e87e4110,1.8,0.3
3620,f88fd5ee5,0.8,0.8
3621,81734dbc4,0.8,0.8
3622,e15353d1b,0.0,0
3623,3bc84c4a9,2.8,0.2
3624,548df7912,2.5,0.3
3625,b66569990,6.3,0
3626,3bb1086d6,0.1,-0.1
3627,5685ae208,1.8,0.6
3628,79ace4e40,0.3,0.3
3629,0157cf3a4,2.4,0.3
3630,6f0d943dc,2.0,0.2
3631,deb43659b,0.1,0.1
3632,a8b9d57b4,1.0,0.1
3633,cc6ce44c8,1.5,0
3634,de6c0126b,2.7,0.2
3635,0f9fd5688,3.5,0.5
3636,3de1d3794,0.1,0.1
3637,2d06250ab,3.4,0
3638,faa139539,3.0,0.5
3639,528115548,0.9,0.4
3640,68071559c,0.0,0
3641,c88eebfdd,1.3,0.4
3642,eea15297e,0.3,-0.3
3643,2e1d4e279,1.9,0
3644,21493e6ea,0.6,0.2
3645,59309ddf6,1.8,0.3
3646,298ae7ea4,1.7,0.8
3647,201aad926,0.5,0
3648,89bdd90b8,2.8,0.3
3649,80ae0a34f,4.5,0.6
3650,cdc958646,4.4,0.2
3651,172433b2f,0.1,0.1
3652,0d3081480,7.8,0.6
3653,21c281e66,1.2,0.2
3654,8fa2d16db,1.6,0.5
3655,3e242ed8c,2.6,0.4
3656,4a9d058f6,2.6,0.1
3657,8feefe84d,0.5,0.5
3658,3ad53090d,0.9,0.9
3659,e625fc4f4,1.9,0.4
3660,ed5c2d9dd,1.2,0.1
3661,982dce813,0.9,0.9
3662,bd05c2f75,2.9,0.1
3663,96792a909,2.7,0
3664,0ac3e7992,0.9,0.3
3665,daf1a8d08,0.2,-0.2
3666,3f53ec8cd,1.0,0.5
3667,62e2e9071,0.2,-0.2
3668,9be11ef9b,0.4,0.2
3669,9679275a3,1.5,0.7
3670,979e3f8f7,2.8,0.3
3671,426bb5e4c,0.8,0
3672,e92713811,2.4,0.3
3673,35a62a8b1,0.3,0.3
3674,fd7c54ba8,1.1,0
3675,81532c76f,3.1,0.4
3676,fc4b199fa,0.1,0.1
3677,97f683e04,4.5,-0.1
3678,1c60a65e8,1.9,0
3679,053d121b8,1.7,0.3
3680,d6e372a1d,0.9,0.9
3681,1d911bffb,1.9,0.1
3682,72d77924a,3.1,0.5
3683,8b636912d,0.2,0.2
3684,4747bead4,2.6,0.5
3685,30ea81bac,0.2,0.2
3686,529c2e04b,1.5,0.1
3687,813db4d5a,1.6,0.8
3688,33f056cc7,3.2,0.5
3689,f7a7fc91f,0.1,0
3690,623111d43,1.3,0.2
3691,bdab91b8c,4.4,0.2
3692,9f88f23a4,0.8,0.8
3693,1a38aecad,2.8,0.2
3694,62955be50,1.6,0.8
3695,a4edd47eb,3.6,0.3
3696,1c6aa4b33,8.1,0.3
3697,4f58a37d5,8.2,0
3698,e6a856527,3.5,0.5
3699,97e47e7c0,2.5,0.3
3700,915031b99,1.9,0.3
3701,53cab4731,0.9,0.9
3702,546aef659,0.1,0.1
3703,20ba919c6,2.3,0.7
3704,efbe1f3ef,1.0,0.5
3705,92c2878db,1.5,0.3
3706,f67d78df8,1.5,0.2
3707,fd6dd3835,3.0,0.2
3708,e442c149f,2.7,0.3
3709,f120723d0,1.9,0.3
3710,70943f766,2.1,0.7
3711,e68c7d50b,4.1,0.2
3712,ca2c00404,1.9,0.2
3713,80599c4f4,1.4,-0.3
3714,9d03cf923,2.1,0.1
3715,f93283e0c,0.6,0.2
3716,d3c880313,4.3,0.5
3717,f514f45f3,1.0,0.2
3718,03b0568b3,0.7,-0.3
3719,b88fa24c2,5.8,0.2
3720,e08e93f16,2.4,0.1
3721,ece3629b4,0.9,0.9
3722,d1bfba974,1.1,0.5
3723,50418fb29,3.3,0.1
3724,a43071ff0,5.4,0.6
3725,de0f96a50,1.3,0.2
3726,b5158ef9e,2.2,0.2
3727,8a38740d1,0.0,0
3728,047c20d1a,5.3,-0.1
3729,6276a846c,2.0,0.1
3730,01d0a7f3f,1.4,0.3
3731,51741c1b7,2.5,0.6
3732,940048b47,2.4,0.2
3733,3658ee105,1.1,0.5
3734,a4652e4fe,2.3,0.5
3735,8553b7037,3.2,0.4
3736,755f10f8a,0.0,0
3737,618e97eeb,0.1,0.1
3738,a091487fb,4.2,0
3739,1077fb67a,9.6,0.2
3740,8bac2d757,3.8,0.5
3741,a0da2621e,0.0,0
3742,048519a46,2.7,0.2
3743,b6650d183,1.8,0.9
3744,347be28a8,2.3,0.7
3745,18095a42f,2.5,0.3
3746,141a53bee,1.1,0.2
3747,7ddc32b12,1.2,0.1
3748,ed5f14fda,1.8,0.9
3749,2f2f38f47,0.1,-0.1
3750,92c42a055,1.8,0
3751,cc38b3b63,6.0,0.4
3752,6c7c5555f,3.1,0.1
3753,32cda3189,2.7,0.6
3754,bddc0b2c7,2.2,0
3755,1b0c683e7,4.8,0.2
3756,45dea4033,4.5,0.4
3757,d03356a0e,1.4,0.2
3758,1e4b7018a,0.0,0
3759,f3082fa97,1.7,0.2
3760,1c2168ffe,4.3,0.2
3761,66064ba80,0.0,0
3762,3d7275647,2.2,0.5
3763,9d602bd84,1.0,0.5
3764,0cb52145c,0.8,0.8
3765,aa6b8a52b,1.7,0.5
3766,92df22369,2.7,0
3767,123f15578,0.7,-0.2
3768,9167921b2,3.0,0.4
3769,affc18183,0.9,0.4
3770,86fe4ed68,4.5,0.1
3771,547f46854,3.2,0.6
3772,093cce3a1,3.5,0
3773,37c68c4a3,2.5,0.2
3774,a462b563c,0.8,0.8
3775,51d637766,2.3,0.3
3776,753654b70,0.1,0.1
3777,152880177,3.3,0.2
3778,92b5de07f,0.7,0.3
3779,387a8e71a,0.3,0.3
3780,8566a1bd5,2.3,0
3781,4a590a1cc,1.6,0.8
3782,8f72b332c,2.1,0
3783,0e6523901,1.8,0.4
3784,d16f1d371,3.6,0.5
3785,9976d9007,1.3,0.3
3786,9b9cadd98,2.5,0.6
3787,f743a63aa,0.8,0.2
3788,205714da6,7.8,0.3
3789,930dcdef6,0.6,0.2
3790,bfab5f493,4.0,0.2
3791,fabc9bfec,1.7,0.3
3792,28b4420eb,0.1,-0.1
3793,7d73574ed,0.0,0
3794,61afb7281,3.6,0.1
3795,8bda483ec,1.1,0.5
3796,56b5845d7,1.4,0
3797,d719027fd,6.7,0.1
3798,029c248a5,4.1,0
3799,23bf0ed46,0.5,0.5
3800,a25c1fe02,0.3,0
3801,3d0752cd9,3.3,0.1
3802,da3be5cb2,4.9,0.1
3803,961d4ba5a,2.5,0.8
3804,3a916e954,2.1,0.3
3805,f20fa5c38,2.0,0.1
3806,888c22eb5,0.8,-0.1
3807,0493336f7,0.2,0.2
3808,beb0f98f7,2.2,0.5
3809,f4fb11803,0.9,0.9
3810,b42873eb7,0.3,0
3811,3d889fe46,0.2,0
3812,32287a62f,0.5,0.5
3813,b93203aa7,0.0,0
3814,7acaea66e,2.0,0.5
3815,8f2946027,0.7,0
3816,cd668b430,3.1,0.7
3817,4982cc983,3.8,0.2
3818,618ca94ad,0.3,0
3819,e2b5913e7,7.1,0.3
3820,06dd351e6,1.8,0.3
3821,b2406f38d,1.1,0.3
3822,8d54c5d66,1.6,0.5
3823,4a8f49ac8,1.3,0.1
3824,df07fa1b0,3.5,0
3825,5fde0ce59,0.9,0.9
3826,dfc8a8e9c,0.1,0.1
3827,21958b8f8,3.4,0.2
3828,0a30968a3,0.7,0.1
3829,4bdbeb107,2.8,0.4
3830,0bc3f09be,2.3,0
3831,f5819a31d,0.7,0.2
3832,6d1fdcbfc,0.6,0.6
3833,009239f92,2.1,-0.2
3834,b799d4d84,7.9,0.3
3835,e809f1cb5,2.9,0.2
3836,bbe2070aa,1.7,0.5
3837,f31cebfd0,0.2,0
3838,610c05772,3.1,0.2
3839,f8204bf7c,1.9,0.6
3840,5d3c9feba,1.6,0.8
3841,b73a7ca90,1.7,0.5
3842,8c1658988,12.7,0
3843,4acf3e30e,2.2,0.2
3844,6bed4e9d5,0.9,0.9
3845,577d15fea,1.6,0.5
3846,da84db2f7,1.4,0.7
3847,39c654eaa,7.3,0.2
3848,6d7e560d9,1.4,0.4
3849,beb658bc0,1.9,0.2
3850,b64307878,1.7,0.5
3851,f3551e91f,3.5,0.4
3852,49c5dbda7,2.3,0.3
3853,25fce0465,2.8,0.4
3854,289112dd5,0.7,0.7
3855,b66cae579,1.0,0.1
3856,6cf098e3a,2.1,0.7
3857,ea9d13261,3.1,0.2
3858,af1bc9216,0.6,0.2
3859,572e98234,3.0,0.4
3860,6308b5232,2.1,0
3861,91d6a2898,2.5,0.4
3862,53f434ae8,0.4,0.2
3863,742462799,7.7,0.1
3864,ffb33c204,2.3,0.5
3865,9d4f21d40,8.0,0.5
3866,a4fe492c2,0.9,-0.1
3867,b543331f4,1.6,0.8
3868,f6e07783c,0.8,0.8
3869,22e73ac3a,3.9,0.1
3870,6acd97990,1.0,0.2
3871,e1d86f0b6,5.3,0.1
3872,90b927fdd,0.0,0
3873,b31045c50,2.2,0
3874,a97a679b0,2.0,-0.2
3875,c3270683d,0.5,0.1
3876,24993107f,3.3,0.2
3877,166092e21,0.1,0.1
3878,cfe285c5f,7.6,0
3879,b5aa169b4,3.5,0.2
3880,89788a8fd,3.4,0.3
3881,b2f2134bd,2.1,0.4
3882,8e6e57951,2.0,0.6
3883,c1d58a395,1.1,0.5
3884,ed7cde89e,1.3,0.6
3885,42103b22e,1.6,0.3
3886,f2472c8dd,2.4,0
3887,e257f17da,2.2,0.1
3888,015b8b722,2.5,0.1
3889,ff0b61121,1.4,0
3890,77b09d551,0.8,0.8
3891,d653ae654,1.9,0.9
3892,c2e22f843,5.6,0
3893,1f6849a20,1.1,0.2
3894,5906e36c5,3.4,0.1
3895,605d07d33,2.1,0.2
3896,71cb2e2d0,4.0,0.1
3897,eaf610cd0,2.6,0.6
3898,851302ab1,0.0,0
3899,74363ff2b,1.7,0
3900,c68f66799,3.5,0
3901,cc13183c3,3.4,-0.1
3902,e9fa49f8a,0.1,0
3903,196f95fdb,2.3,0.1
3904,91f5bb21f,0.6,0.3
3905,abd7dcf2c,1.0,0
3906,a2cd5b78a,0.8,0.8
3907,5507b63ab,0.6,0.1
3908,abb847f55,0.3,-0.1
3909,b898e8d6c,1.1,0.1
3910,218cf1849,2.1,0.2
3911,b857d5ac6,14.6,0.3
3912,ada93cece,0.9,0.4
3913,7b9cc47f0,1.9,0.4
3914,770eca5eb,0.0,0
3915,326a3c785,1.0,0
3916,687ddcca9,4.5,0.2
3917,639a4bcfd,1.6,0.2
3918,9951b9762,1.0,0.2
3919,1c4d6faac,0.3,-0.3
3920,ec40d007f,3.7,0.3
3921,2e1448ee0,3.1,0.3
3922,aaa9c8e09,1.3,0.2
3923,163919bd1,0.9,0.9
3924,0529ad4d9,3.6,0.2
3925,b7ea489ae,4.7,0.6
3926,474f23a3a,1.0,0.3
3927,81573a25f,3.6,0.3
3928,2885ade43,0.9,0.2
3929,d9dcad5b4,0.2,0.1
3930,a40116bf1,0.8,0.8
3931,f8a2993e7,0.8,0.8
3932,1e8b70d35,1.1,0.3
3933,c8c8ce5d4,3.0,0.1
3934,290c3cd9e,1.3,0.6
3935,797bcabfd,2.5,0
3936,d95eabfe9,2.6,0.6
3937,75332917e,0.0,0
3938,8803fb1c2,3.3,0.3
3939,00648f96f,0.9,0.9
3940,007bc1db4,1.8,0.4
3941,3b41cf42a,2.1,0.4
3942,d353746a5,0.2,0.2
3943,e3935c62d,0.9,0.4
3944,850cb2e50,6.3,-0.3
3945,6257ac9e4,5.6,0.4
3946,e80389ea3,1.9,0
3947,117a7da85,1.6,0.4
3948,222a3f408,3.8,0.1
3949,fb4078a22,3.7,0.1
3950,2fcbb6376,3.7,0.9
3951,bd54c995a,5.9,0.4
3952,5d7c27d43,4.2,0
3953,b38dcdc90,1.6,0.5
3954,162e06c01,0.0,0
3955,976fcf5a9,1.4,0.3
3956,b790a32cf,0.8,0.8
3957,b4aa0c3ce,0.2,0
3958,78a99e7a9,0.5,0.5
3959,d09835201,1.4,0.2
3960,f368b7ef1,0.3,0.3
3961,db194aec8,1.0,0.2
3962,128b247b8,1.8,0.9
3963,ac384792b,0.7,0.2
3964,d81a46211,1.1,0.3
3965,813bfdc93,4.8,0.2
3966,e6d358f70,0.7,0.1
3967,d9c0e3284,4.9,0.4
3968,e2f5253f7,2.3,-0.1
3969,ac8fa1b6c,1.5,0.3
3970,90dc0d83f,3.4,0.2
3971,c8cc85a15,1.0,0.3
3972,2aadf6110,4.1,0.3
3973,a8e6ad61c,3.8,0.6
3974,8cb5fc48e,3.3,0
3975,f391fc44e,1.4,0.4
3976,ef4dce041,2.3,0.4
3977,34d903f17,1.2,0.2
3978,965054b9e,3.2,0.4
3979,ad9d334b5,2.1,0.7
3980,369197890,1.6,0
3981,3ed4ada33,1.3,0.2
3982,edbe94a1b,2.1,0.2
3983,9c76163ca,0.8,0.8
3984,eb77ec282,2.8,0.3
3985,1c74d62ed,0.9,0.9
3986,8d4cc2bf9,2.4,0
3987,a0490612e,0.5,0.5
3988,0b4ac75e9,2.7,0.2
3989,1555b08c9,1.2,0.4
3990,85952663a,3.4,0.4
3991,650f2854b,4.0,0.6
3992,c05b7439a,4.2,0.8
3993,9b7f2424f,2.6,0.3
3994,6c121d784,3.6,0.3
3995,469aab50e,1.6,0.8
3996,9d8e58a2e,5.8,0.4
3997,8fe11eb90,1.0,0.5
3998,5a60de180,3.2,0.8
3999,7f3895a04,0.8,0.8
4000,810805880,2.1,0.5
4001,147bd18e0,1.7,0
4002,00eca0391,1.3,0.2
4003,c09e086c8,0.1,0.1
4004,a05e81f9f,3.2,0.3
4005,33add94a0,0.1,0.1
4006,300c91d3a,0.0,0
4007,9e5672e85,0.4,0.1
4008,615f2f661,4.3,0.1
4009,ab4b4681b,0.8,0.8
4010,d2fa0b0df,1.4,0
4011,fa45ffcb8,0.9,0.9
4012,8ff0818d5,3.4,0.2
4013,c9feb3eb3,1.6,0.5
4014,502c3e7ae,1.2,0.4
4015,6c8487ccb,0.8,0.4
4016,0d4750032,1.5,0.3
4017,6b10d4880,1.6,0.1
4018,0fea56eb9,1.1,0.5
4019,aa11bee11,3.6,0.1
4020,59903171d,0.9,0.4
4021,66201cf73,4.5,0.1
4022,57b9d7903,0.8,0.8
4023,95a89f5f2,2.5,0.3
4024,a16ab2da0,2.2,0.1
4025,1bde9cc3f,1.2,0.4
4026,00156db4a,1.8,0
4027,a9f395ba8,2.4,0.3
4028,58e368a56,0.5,0
4029,8e0d93659,2.8,0.4
4030,0a8bc19f6,2.8,0.4
4031,85fd5df90,6.4,0.4
4032,ee8518e4c,11.0,0
4033,e7e2eca9e,0.9,0.9
4034,15b27df66,3.0,0.2
4035,0fe10670c,0.0,0
4036,1adf071b0,0.3,0
