,petid,detectionConfidence,joyLikelihood,sorrowLikelihood,angerLikelihood,surpriseLikelihood,underExposedLikelihood,blurredLikelihood,headwearLikelihood,labels,street dog,dog like mammal,aegean cat,carnivoran,small to medium sized cats,cat like mammal,dog breed,snout,whiskers,domestic short haired cat,puppy,dog breed group,fauna,kitten,european shorthair,dog,sporting group,cat
3229,37e47eeab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.400000000000002,1.2107116700000002,1.437588158,0.0,0.797704242,0.0,0.0,1.49810076,0.6583324920000001,0.0,0.0,0.0,1.446105454,0.0,0.0,0.0,1.52293776,0.4453415600000001,0.0
3230,37ea8d2db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.400000000000002,0.0,0.0,0.0,0.27306692,2.396468692,2.3630148920000007,0.0,0.11921428,1.8658995360000001,1.9660123379999999,0.0,0.0,0.36229959000000006,1.0374864620000002,0.5348481720000001,0.0,0.0,2.578420512
3231,37ed9080d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.739582,0.0,0.44347088,0.0,0.0,0.74499736,0.5575584400000001,0.0,0.0,0.0,0.714326528,0.0,0.0,0.0,0.763920352,0.41140248,0.0
3232,37f127385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.6135291079999999,0.918189112,0.86400484,0.0,0.0,0.7499261700000001,0.0,0.0,0.0,0.18536278,0.8093963200000001,0.0,0.0,0.0,0.986134374
3233,37f8a39c4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.800000000000001,0.0,0.6094172000000001,0.0,0.0,0.0,0.0,0.0,0.45862907999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3234,37fadf608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,0.12952344000000002,1.0553905600000002,0.0,0.67654196,0.0,0.0,1.1124327520000001,0.28764198,0.0,0.0,0.0,0.893160328,0.0,0.0,0.0,1.13591318,0.66111434,0.0
3235,37fb97f8b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,0.0,0.0,0.110453772,0.116847646,1.087996264,1.054782474,0.0,0.0,0.8768523760000001,0.7683427060000001,0.0,0.0,1.038739048,0.0,0.0,0.0,0.0,1.1526685
3236,37fdaf339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.11591450000000002,0.0,1.6625987180000001,1.629930818,0.0,0.11772992,1.426732876,1.234548712,0.0,0.0,1.59238912,0.432006478,1.0759908999999999,0.0,0.0,1.7902202120000001
3237,38063ee14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.61273469,0.11272999,0.919085298,0.877008704,0.0,0.0,0.8956081640000001,0.77863364,0.0,0.0,0.0,0.6865733880000001,0.6305414800000001,0.0,0.0,0.9935778000000001
3238,380deeb29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.512349656,0.127047492,0.91926787,0.8959192600000001,0.0,0.0,0.8509750540000001,0.78949778,0.0,0.0,0.9118215300000001,0.13024116800000002,0.668051348,0.0,0.0,0.9938317600000002
3239,380e603cd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8,0.0,0.0,0.70345174,0.0,1.4667994480000002,1.3883328060000002,0.0,0.714106774,1.3049170939999999,0.948779078,0.0,0.0,1.02649703,1.021248406,0.5443609200000001,0.0,0.0,1.579039972
3240,380eaa884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,2.6199847359999997,0.0,1.239083506,0.0,0.0,2.6301515459999996,1.3747672620000002,0.14756594,0.0,0.1083262,1.481524236,0.0,0.0,0.0,2.4930147959999998,0.0,0.0
3241,3813bc7c5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.7168961600000001,0.73344872,0.0,0.47457824000000004,0.0,0.0,0.7546785360000001,0.5523250080000001,0.0,0.0,0.0,0.7180805600000001,0.0,0.0,0.0,0.780383632,0.0,0.0
3242,3816b16b4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.72544374,0.75622656,1.4764313760000003,1.45765033,0.0,0.25778819999999997,1.347957848,1.023864192,0.0,0.0,0.8550538000000001,1.3127691559999999,0.138989854,0.0,0.0,1.589239212
3243,3821d75e9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.5959364,1.526988668,0.0,0.788459836,0.0,0.0,1.4327547919999999,0.239658732,0.0,0.0,0.0,1.4539809080000001,0.0,0.0,0.0,1.5512692060000002,0.8732039360000001,0.0
3244,3828225de,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.6753519520000001,0.0,0.0,0.0,0.0,0.754705712,0.0,0.0,0.0,0.0,0.6887831680000001,0.0,0.0,0.0,0.75033536,0.0,0.0
3245,382b4212b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.12328584000000001,0.10444059400000001,1.10401162,1.07929919,0.0,0.12173746800000002,0.9260983140000001,0.8996939800000001,0.0,0.0,0.0,0.24117275999999999,0.0,0.0,0.0,1.189354366
3246,382cc2865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.4924932,1.1062578420000002,1.0634339220000002,0.0,0.0,1.0240996080000002,0.9217206920000001,0.0,0.0,0.17023596000000002,0.763754692,0.7595807400000001,0.0,0.0,1.191816094
3247,382d948b1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,0.0,0.8497380480000001,0.0,0.554104008,0.0,0.0,0.9266434200000001,0.7987664400000001,0.0,0.0,0.0,0.52401612,0.0,0.0,0.0,0.9724973100000001,0.52335918,0.0
3248,382dd71c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.736264608,0.70916948,0.0,0.0,0.7239348400000001,0.61653336,0.0,0.0,0.0,0.609488,0.0,0.0,0.0,0.7939377280000001
3249,382e4bddd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,0.12753712,1.07760447,0.0,0.23232314,0.0,0.0,1.086777272,0.6905821080000001,0.0,0.0,0.0,0.9721280320000001,0.0,0.0,0.0,1.1418986400000002,0.671466206,0.0
3250,383e5b82e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.9389894080000001,0.0,0.6553289600000001,0.0,0.0,0.9421123800000002,0.698386556,0.0,0.0,0.46290188,0.897437648,0.0,0.0,0.0,0.951738292,0.0,0.0
3251,38436063c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.75470548,0.0,0.5815646400000001,0.0,0.0,0.75493416,0.0,0.0,0.0,0.47054656000000006,0.6819236240000001,0.0,0.0,0.0,0.77721408,0.41636856,0.0
3252,38470b3c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.1140560640000001,0.0,0.54670136,0.0,0.0,1.122190296,0.0,0.0,0.0,0.0,1.0449525400000002,0.0,0.0,0.0,1.153888864,0.0,0.0
3253,385028a00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8,0.0,1.10970482,0.0,0.6045824120000001,0.0,0.0,1.12512278,0.8428055300000001,0.0,0.0,0.0,0.926040854,0.0,0.0,0.0,1.1559406399999999,0.23102036,0.0
3254,38506d4ea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4994298,0.0,0.0,0.0,0.0,0.72469728,0.0,0.0,0.0,0.0,0.0
3255,3853ff1dd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.2,0.0,0.350611518,0.6871908600000001,0.52660812,2.02519279,1.9589602720000001,0.33957504800000005,0.911629492,2.0359027440000004,1.117373868,0.29382460200000005,0.35975089200000004,0.34493296,1.760668578,0.5520485,0.36734800600000006,0.0,2.450807264
3256,3859838cf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,1.09963256,0.0,0.7614662700000001,0.147146428,0.0,0.8915738260000001,0.0,0.0,0.0,0.0,0.88469372,0.0,0.0,0.0,1.120808714,0.0,0.0
3257,385b5b8fc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.600000000000001,0.36741263,1.287397356,0.0,0.62912906,0.0,0.0,1.4929736340000002,1.1355198359999998,0.0,0.0,0.22160229400000003,0.218795686,0.0,0.0,0.0,1.5069256700000002,0.0,0.0
3258,3863ab300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.58810288,0.755937144,0.0,0.5295044400000001,0.0,0.0,0.75466356,0.6211102000000001,0.0,0.0,0.5758436800000001,0.6795136,0.0,0.0,0.0,0.7869195440000001,0.0,0.0
3259,38664cbf0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.243498812,1.1070113520000002,1.073206664,0.0,0.0,1.07538749,0.818762792,0.0,0.0,0.85563666,0.966036522,0.6508089880000001,0.0,0.0,1.191807556
3260,386990598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6000000000000005,0.76965224,0.924544048,0.0,0.59386942,0.0,0.0,0.9392512900000001,0.53094496,0.0,0.0,0.0,0.14053516,0.0,0.0,0.0,0.9738506880000001,0.0,0.0
3261,386e1a0fd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.091432754,1.37821814,0.0,0.6546744999999999,0.0,0.0,1.4992785520000003,0.40996851200000006,0.0,0.0,0.0,1.4282500900000001,0.0,0.0,0.0,1.5254783120000002,0.77464938,0.0
3262,387147d00,0.4042672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.200000000000003,0.142141032,1.872958986,0.0,0.7437416480000001,0.14633045200000003,0.156632174,1.874315896,0.834407488,0.0,0.0,1.210152412,1.908503078,0.17265126,0.0,0.0,1.932549162,0.23612689199999998,0.16358994000000002
3263,38733d0a1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.600000000000001,0.0,0.0,0.0,0.11321706000000001,1.2880440720000002,1.25676173,0.0,0.837735914,1.15852745,0.708118754,0.0,0.16104464000000002,1.21509371,0.0,0.0,0.0,0.0,1.3828657519999998
3264,387701d9d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.6,0.2740627,2.303373722,0.0,1.6899000760000003,0.0,0.0,2.2630286340000003,1.1834448860000002,0.0,0.0,1.7540348300000002,2.090998574,0.0,0.0,0.0,2.3331075940000003,0.318888552,0.0
3265,387a2639c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6000000000000005,0.65274464,0.6172514,0.0,0.0,0.0,0.0,0.733005808,0.53093016,0.0,0.0,0.0,0.6915318400000001,0.0,0.0,0.0,0.7614008000000001,0.0,0.0
3266,387a8e71a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.77073,0.0,0.5249472000000001,0.0,0.0,0.75391048,0.5299401600000001,0.0,0.0,0.6495493920000001,0.73205156,0.0,0.0,0.0,0.788101008,0.41852408,0.0
3267,388bb6170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.40129159200000003,1.2957232200000002,1.286078028,0.0,0.0,0.9357654200000001,0.548572,0.0,0.31459407800000005,0.0,0.989777758,0.0,0.0,0.0,1.391226802
3268,388cd5b9c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,0.0,1.199921104,0.0,0.5412109700000001,0.0,0.0,0.14960918,0.0,0.0,0.0,0.0,0.8382892800000001,0.0,0.0,0.0,0.896683712,0.41037520000000005,0.0
3269,3890935ed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.800000000000001,0.0,0.766648768,0.0,0.5642164000000001,0.0,0.0,0.7526058400000001,0.0,0.0,0.0,0.0,0.72673792,0.0,0.0,0.0,0.7609016,0.42612264,0.0
3270,38a780df6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,0.0,0.9468138000000001,0.0,0.12450888,0.0,0.0,0.943256788,0.0,0.0,0.0,0.8054413,0.904700084,0.0,0.0,0.0,0.98342191,0.0,0.0
3271,38a7b1842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,0.0,0.0,0.0,0.0,0.889078488,0.883024212,0.0,0.13592546000000003,0.34667586,0.31304799000000005,0.0,0.0,0.0,0.34044701200000005,0.0,0.0,0.0,0.9902674760000001
3272,38a81271c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.59563972,1.017502264,1.477580702,1.45722803,0.0,0.12802762,1.224142904,1.061556404,0.0,0.14726570000000003,0.508428788,1.2471745319999998,0.54129456,0.0,0.0,1.5862378660000003
3273,38abad64b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.12848142,1.4657144020000001,1.4256960100000002,0.0,0.0,1.29688671,1.007131492,0.0,0.127584112,1.023195384,0.86159748,0.29652059199999997,0.0,0.0,1.5840581720000002
3274,38c5d4e0e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.8,0.600852422,2.795225312000001,0.0,2.0151614,0.17690518,0.159006608,2.8152775059999997,1.9782665700000004,0.0,0.0,2.025780106,2.7305382359999997,0.0,0.0,0.0,2.8636977600000004,0.32410753000000003,0.184362506
3275,38c82bfc5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8,0.0,0.0,0.43069058000000005,0.33133723200000004,1.3184145160000003,1.21002002,0.6825007200000001,0.63570434,1.223957,0.365875652,0.0,0.572416688,1.440460232,1.128605686,0.0,0.0,0.0,1.505487328
3276,38cd559f6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.7393288,0.72786088,0.0,0.464082288,0.664398192,0.47100064,0.0,0.0,0.7181111200000001,0.5878097999999999,0.0,0.0,0.0,0.7950053600000001
3277,38cf8b2f5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.200000000000003,0.0,0.272198688,0.10391592999999999,0.33824205000000007,1.8158334320000002,1.7215457660000002,0.699964468,0.7249837800000001,1.564552076,0.6749735160000001,0.37051165,1.1862954700000001,0.0,1.397263266,0.122488928,0.32552961,0.0,1.95961161
3278,38d0a0bab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,1.5252331479999999,0.6996572360000001,2.2135718140000002,2.1539521200000005,0.0,0.0,2.00721723,1.83724455,0.0,0.0,1.150139892,1.9849469020000001,1.541493666,0.0,0.0,2.3841063800000004
3279,38d23c02f,0.40865316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,0.0,0.7246952560000001,0.0,0.4915230400000001,0.0,0.0,0.75403712,0.540419624,0.0,0.0,0.606804848,0.5653040800000001,0.0,0.0,0.0,0.7781432800000001,0.0,0.0
3280,38e12233c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6000000000000005,0.8607192400000001,0.6792016200000001,0.0,0.11590620000000001,0.0,0.0,0.938176026,0.7287431600000001,0.0,0.0,0.0,0.676786848,0.0,0.0,0.0,0.9035362600000001,0.0,0.0
3281,38e3b6744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.6805862060000001,0.12161552,1.4758129660000001,1.449804468,0.0,0.628777492,1.397622688,1.1981043240000002,0.0,0.0,0.18314572,1.325764284,0.479679728,0.0,0.0,1.590180372
3282,38e7577af,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.8729268020000001,0.11549826000000002,1.2916214360000002,1.2576647580000002,0.0,0.117891526,1.1125814200000002,1.0373124900000001,0.0,0.0,0.35037032,1.1761724580000001,0.0,0.0,0.0,1.3888999800000001
3283,38e87cee8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.9434373340000002,1.375945344,0.0,0.762457448,0.0,0.0,1.505338692,0.13651636,0.0,0.0,0.22420564,1.4519527,0.0,0.0,0.0,1.4796510260000002,0.10689814,0.0
3284,38ea54f1f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.600000000000001,1.097548036,1.1825986400000001,0.0,0.21298292000000002,0.0,0.0,1.315577862,1.043715892,0.0,0.0,0.0,1.2670299800000002,0.0,0.0,0.0,1.2838574999999999,0.21477183000000002,0.0
3285,38ed119b6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.49889320000000004,0.7389337600000001,0.7220830880000001,0.0,0.0,0.6815941360000001,0.6247084,0.0,0.0,0.0,0.5625244,0.53205616,0.0,0.0,0.7944308000000001
3286,38f06e4fe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.4,0.746528178,0.8156193119999999,0.24538485999999998,0.946216488,1.6817332880000002,1.57252517,1.0319676860000002,0.26498598,0.7565469320000001,0.42446612000000006,0.0,1.2203673780000002,1.606224574,0.272165232,0.0,0.18620730000000002,0.0,1.755204528
3287,38f6d8ab9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,0.0,0.7594303600000001,0.0,0.51026568,0.0,0.0,0.6790440000000001,0.53685576,0.0,0.0,0.0,0.732008032,0.0,0.0,0.0,0.7348585120000001,0.0,0.0
3288,38f6f3011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.600000000000001,0.969248752,0.7896474200000001,0.0,0.21329719000000003,0.0,0.0,1.316471592,0.9199219600000001,0.52925312,0.0,0.0,1.0802819000000001,0.0,0.0,0.0,1.3278518520000002,0.0,0.0
3289,38fb7c50c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.200000000000001,0.0,1.281427114,0.0,0.81754411,0.0,0.0,1.299167864,0.63971002,0.0,0.0,0.9092485060000002,1.274130876,0.0,0.0,0.0,1.3255222960000002,0.10552826,0.0
3290,38fc09756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.86956241,0.0,0.0,0.0,0.0,0.942738312,0.7673382980000001,0.0,0.0,0.7984181,0.91506568,0.0,0.0,0.0,0.9732510480000001,0.45899148,0.0
3291,38fd4509d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.7048354400000001,0.0,0.46080312,0.0,0.0,0.75418368,0.6184094400000001,0.0,0.0,0.48132720000000007,0.557605072,0.0,0.0,0.0,0.7852978720000001,0.0,0.0
3292,390689a38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.7361839200000001,0.72702036,0.0,0.5422716000000001,0.6432717600000001,0.5782744400000001,0.0,0.0,0.0,0.64665152,0.0,0.0,0.0,0.7943962400000001
3293,390c45d0c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,0.1439571,1.49343253,0.0,0.240070246,0.0,0.0,1.489041732,0.6982225,0.0,0.0,0.10987282000000001,1.42715449,0.0,0.0,0.0,1.53659611,0.0,0.0
3294,390e0a648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,0.0,0.0,0.0,0.5249955199999999,0.906037998,0.843096056,0.0,0.14248758,0.83850534,0.14063244,0.0,0.55598104,0.0,0.68090178,0.0,0.0,0.0,0.964942692
3295,390f4fae4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.4453020000000001,0.4828143200000001,0.73984304,0.73083056,0.0,0.0,0.650852,0.56380728,0.0,0.0,0.0,0.602419952,0.41350624,0.0,0.0,0.7947626080000001
3296,3913a43f9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.7755712,0.0,1.092712348,1.045346012,0.0,0.66204675,1.0628783400000001,0.9370378800000001,0.0,0.0,0.95945784,1.01315566,0.8673978000000002,0.0,0.0,1.19008184
3297,391da7c7d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.72301064,0.68894896,0.0,0.6083540000000001,0.74376592,0.0,0.0,0.0,0.690066768,0.0,0.0,0.0,0.0,0.7893756000000001
3298,391e0cefd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.8835335419999999,0.24227821800000002,1.2940348080000001,1.2748155200000002,0.0,0.0,1.2394757900000002,1.050799392,0.0,0.0,1.1942129620000002,1.1511776200000001,0.0,0.0,0.0,1.3912384599999998
3299,3928a4b23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.6,0.0,0.0,1.543788396,0.10701298800000002,2.2118649420000005,2.142885268,0.0,0.12838108,1.9209536099999998,1.6878432499999998,0.0,0.0,2.1604340640000004,1.3148448200000002,0.49497298,0.0,0.0,2.3794842280000004
3300,392caeaed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.9098122,0.5972803720000001,0.0,0.0,0.0,0.0,0.9402906440000001,0.678695708,0.0,0.0,0.0,0.877664628,0.0,0.0,0.0,0.89105789,0.0,0.0
3301,392cb224a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8,0.0,1.696034568,0.0,1.1706602540000002,0.0,0.0,1.6427349320000002,0.26355032,0.0,0.0,1.11182375,1.641383792,0.0,0.0,0.0,1.530962706,0.645746226,0.0
3302,392d3346e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.131104792,1.2825282740000001,0.0,0.872586356,0.0,0.0,0.563541904,0.399183192,0.0,0.0,0.45567376000000004,0.963708738,0.73096624,0.0,0.0,1.214382682,0.11743212000000001,0.0
3303,392df6910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1.0037370120000002,1.47908888,1.4571395100000002,0.17297070000000003,0.131122386,0.5879393119999999,0.9474893460000002,0.0,0.31522943200000003,0.33109056000000003,0.38028490800000003,0.14779826000000001,0.0,0.0,1.58608312
3304,393198f9d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.200000000000001,0.0,0.0,0.42151026399999997,0.21394496600000001,1.4544470079999998,1.3744288560000002,0.0,0.522278448,0.9779683040000001,0.5153751200000001,0.0,0.0,0.184665812,1.04789033,0.0,0.0,0.0,1.5518211220000002
3305,393365063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.600000000000001,0.0,0.0,0.0,0.28088994,1.292798818,1.266601056,0.0,0.0,1.011644832,0.79888276,0.0,0.0,1.0671525960000001,0.41320081999999997,0.765457312,0.0,0.0,1.389178872
3306,39366118c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.8914183280000001,0.0,0.0,0.0,0.0,0.92794016,0.14522756,0.0,0.0,0.0,0.8062123520000001,0.0,0.0,0.0,0.948766172,0.0,0.0
3307,393d6bda1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.6959754600000001,0.0,0.92499302,0.9076039280000001,0.0,0.0,0.75073098,0.747027532,0.0,0.0,0.6464323200000001,0.723572696,0.6523702,0.0,0.0,0.9931777720000001
3308,393e0c8a5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,0.8025503300000001,1.1186074000000001,0.0,0.238514048,0.0,0.0,1.106631388,0.6634101720000001,0.0,0.0,0.0,1.08632464,0.0,0.0,0.0,1.174274132,0.6873174500000001,0.0
3309,394217006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8,0.0,1.53656267,0.0,1.120816156,0.0,0.0,1.505391496,0.13271774,0.0,0.0,1.0231316000000001,1.3749958340000001,0.0,0.0,0.0,1.5745535300000002,0.0,0.0
3310,39444f259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.8,0.7272494480000001,2.481511438,0.0,1.587378166,0.0,0.0,2.410735326,1.553125884,0.0,0.0,1.7039255060000003,2.3819751740000004,0.0,0.0,0.0,2.527447276,0.322970236,0.0
3311,3947180ba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,0.8699333280000001,1.130788192,0.0,0.8195537800000001,0.0,0.0,1.072760062,0.148193132,0.0,0.0,0.0,0.9934926400000001,0.0,0.0,0.0,1.16571994,0.0,0.0
3312,3948f67d7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.400000000000002,1.1625807700000002,1.8373406280000002,0.0,0.42050802600000003,0.0,0.0,1.5756802740000002,0.85092798,0.0,0.0,0.112954366,0.98544579,0.34235718000000004,0.0,0.0,1.985287268,0.888503522,0.0
3313,394c13865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8,0.0,0.0,0.2246632,0.0,1.6409633220000002,1.571380826,0.0,0.86558968,1.634624452,1.33901672,0.0,0.0,0.16898826,1.4873013240000001,0.499720052,0.0,0.0,1.7866036320000003
3314,3968d52d9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.73531464,0.71091912,0.0,0.48992324,0.718236208,0.538561248,0.0,0.0,0.69527516,0.6784414400000001,0.42840676000000005,0.0,0.0,0.792737008
3315,396910627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4000000000000004,0.0,0.413372752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3316,396a2773f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,0.0,0.0,0.0,0.8238313199999999,1.4770160700000001,1.4563711080000001,0.0,0.49180384000000005,1.097087732,0.582854132,0.0,0.0,0.15989532,1.0104054260000002,0.12387204000000002,0.0,0.0,1.577880644
3317,3970cb015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.7383620240000001,0.72074656,0.0,0.0,0.6281058800000001,0.570488592,0.0,0.50149504,0.0,0.582338432,0.0,0.0,0.0,0.793711088
3318,397be6b99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.5164598,1.0740848760000001,1.051110028,0.0,0.28785034,0.84393901,0.10942864000000002,0.0,0.0,0.73506484,0.67355052,0.0,0.0,0.0,1.1698319480000001
3319,39816161d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,1.5468010480000003,0.0,1.202916544,0.0,0.0,1.5061869959999998,0.45470861199999996,0.0,0.0,0.691589772,1.466111994,0.0,0.0,0.0,1.546340132,0.0,0.0
3320,39818f12c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,1.019682366,1.1129727,0.0,0.622371292,0.0,0.0,1.124463312,0.53676992,0.0,0.0,0.0,1.0984623,0.0,0.0,0.0,1.135148258,0.0,0.0
3321,3983e7c06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.7471916000000001,0.0,0.0,0.0,0.0,0.75427224,0.64250536,0.0,0.0,0.517386912,0.69809096,0.0,0.0,0.0,0.7453788000000001,0.0,0.0
3322,3991dd72d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4,0.0,0.0,0.0,0.115645206,1.281533242,1.175628106,0.0,0.12604552,1.16627992,0.0,0.0,0.46896832000000005,0.0,1.00009795,0.41734815999999997,0.0,0.0,1.368637254
